[classname]
dataset.Dataset
[description]
Downloaded from wikipedia downloaded data from  https://en.wikipedia.org/wiki/List_of_CAS_numbers_by_chemical_compound and modify slightly here on 2022-01-11
[metadata]
ascii                = { 'fmt': 's',              'kind': 'U',             'description': 'str',                   }
name                 = { 'fmt': 's',              'kind': 'U',             'description': 'str',                   }
CAS                  = { 'fmt': 's',              'kind': 'U',             'description': 'str',                   }
unicode              = { 'fmt': 's',              'kind': 'U',             'description': 'str',                   }
CASint               = { 'fmt': 'd',              'kind': 'i',             'description': 'int',                   }
[data]
ascii                              | name                                         | CAS         | unicode                            | CASint   
GaI2                               | gallium(II) iodide                           | 0           | GaI₂                               | 0        
GaI3                               | gallium(III) iodide                          | 13450-91-4  | GaI₃                               | 13450914 
GaI3                               | gallium(III) iodide                          | 13450-91-4  | GaI₃                               | 13450914 
GaN                                | gallium(III) nitride                         | 25617-97-4  | GaN                                | 25617974 
GaN                                | gallium(III) nitride                         | 25617-97-4  | GaN                                | 25617974 
GaO                                | gallium(II) oxide                            | 12024-08-7  | GaO                                | 12024087 
GaP                                | gallium(III) phosphide                       | 12063-98-8  | GaP                                | 12063988 
GaPO4                              | gallium(III) orthophosphate                  | 0           | GaPO₄                              | 0        
GaS                                | gallium(II) sulfide                          | 12024-10-1  | GaS                                | 12024101 
GaSb                               | gallium(III) antimonide                      | 12064-03-8  | GaSb                               | 12064038 
GaSb                               | gallium(III) antimonide                      | 12064-03-8  | GaSb                               | 12064038 
GaSe                               | gallium(II) selenide                         | 12024-11-2  | GaSe                               | 12024112 
GaTe                               | gallium(II) telluride                        | 12024-14-5  | GaTe                               | 12024145 
GaTe                               | gallium(II) telluride                        | 12024-14-5  | GaTe                               | 12024145 
Gd(CHO2)3                          | gadolinium(III) formate                      | 3252-56-0   | Gd(CHO₂)₃                          | 3252560  
Gd2O3                              | gadolinium(III) oxide                        | 12064-62-9  | Gd₂O₃                              | 12064629 
Gd2S3                              | gadolinium(III) sulfide                      | 12134-77-9  | Gd₂S₃                              | 12134779 
Gd2Te3                             | gadolinium(III) telluride                    | 12160-99-5  | Gd₂Te₃                             | 12160995 
GdBr3                              | gadolinium(III) bromide                      | 13818-75-2  | GdBr₃                              | 13818752 
GdCl3                              | gadolinium(III) chloride                     | 10138-52-0  | GdCl₃                              | 10138520 
GdCl3.6H2O                         | gadolinium(III) chloride hexahydrate         | 19423-81-5  | GdCl₃•6H₂O                         | 19423815 
GdF3                               | gadolinium(III) fluoride                     | 13765-26-9  | GdF₃                               | 13765269 
GdI2                               | gadolinium(II) iodide                        | 13814-72-7  | GdI₂                               | 13814727 
GdI3                               | gadolinium(III) iodide                       | 13572-98-0  | GdI₃                               | 13572980 
GdN                                | gadolinium(III) nitride                      | 25764-15-2  | GdN                                | 25764152 
GdSe                               | gadolinium(II) selenide                      | 12024-81-6  | GdSe                               | 12024816 
GdSi2                              | gadolinium(II) silicide                      | 12134-75-7  | GdSi₂                              | 12134757 
Ge(CH3O)4                          | germanium(IV) methoxide                      | 992-91-6    | Ge(CH₃O)₄                          | 992916   
Ge3N4                              | germanium(IV) nitride                        | 12065-36-0  | Ge₃N₄                              | 12065360 
GeBr2                              | germanium(II) bromide                        | 24415-00-7  | GeBr₂                              | 24415007 
GeBr4                              | germanium(IV) bromide                        | 13450-92-5  | GeBr₄                              | 13450925 
GeBr4                              | germanium(IV) bromide                        | 13450-92-5  | GeBr₄                              | 13450925 
GeCl2                              | germanium(II) chloride                       | 10060-11-4  | GeCl₂                              | 10060114 
GeCl4                              | germanium(IV) chloride                       | 10038-98-9  | GeCl₄                              | 10038989 
GeF2                               | germanium(II) fluoride                       | 13940-63-1  | GeF₂                               | 13940631 
GeF4                               | germanium(IV) fluoride                       | 7783-58-6   | GeF₄                               | 7783586  
GeH3COOH                           | 2-germaacetic acid                           | 0           | GeH₃COOH                           | 0        
GeH4                               | germanium(IV) hydride                        | 7782-65-2   | GeH₄                               | 7782652  
GeI2                               | germanium(II) iodide                         | 13573-08-5  | GeI₂                               | 13573085 
GeI2                               | germanium(II) iodide                         | 13573-08-5  | GeI₂                               | 13573085 
GeI4                               | germanium(IV) iodide                         | 13450-95-8  | GeI₄                               | 13450958 
GeI4                               | germanium(IV) iodide                         | 13450-95-8  | GeI₄                               | 13450958 
GeO                                | germanium(II) oxide                          | 20619-16-3  | GeO                                | 20619163 
GeO                                | germanium(II) oxide                          | 20619-16-3  | GeO                                | 20619163 
GeO2                               | germanium(IV) oxide                          | 1310-53-8   | GeO₂                               | 1310538  
GeS                                | germanium(II) sulfide                        | 12025-32-0  | GeS                                | 12025320 
GeS2                               | germanium(IV) sulfide                        | 12025-34-2  | GeS₂                               | 12025342 
GeSe                               | germanium(II) selenide                       | 12065-10-0  | GeSe                               | 12065100 
GeSe2                              | germanium(IV) selenide                       | 12065-11-1  | GeSe₂                              | 12065111 
GeTe                               | germanium(II) telluride                      | 12025-39-7  | GeTe                               | 12025397 
H2                                 | hydrogen                                     | 1333-74-0   | H₂                                 | 1333740  
H2C(CH)CN                          | acrylonitrile                                | 107-13-1    | H₂C(CH)CN                          | 107131   
H2C2O4                             | oxalic acid                                  | 144-62-7    | H₂C₂O₄                             | 144627   
H2C4H4O6                           | tartaric acid                                | 87-69-4     | H₂C₄H₄O₆                           | 87694    
H2C8H4O4                           | phthalic acid                                | 0           | H₂C₈H₄O₄                           | 0        
H2C8H4O4                           | H2Ph                                         | 0           | H₂C₈H₄O₄                           | 0        
H2CO                               | formaldehyde                                 | 19710-56-6  | H₂CO                               | 19710566 
H2CO3                              | carbonic acid                                | 107-32-4    | H₂CO₃                              | 107324   
H2CSO                              | sulfine                                      | 40100-16-1  | H₂CSO                              | 40100161 
H2CrO4                             | chromic acid                                 | 7738-94-5   | H₂CrO₄                             | 7738945  
H2N2O2                             | hyponitrous acid                             | 14448-38-5  | H₂N₂O₂                             | 14448385 
H2NCH2COOH                         | glycine                                      | 56-40-6     | H₂NCH₂COOH                         | 56406    
H2NNH2                             | hydrazine                                    | 302-01-2    | H₂NNH₂                             | 302012   
H2O                                | water                                        | 7732-18-5   | H₂O                                | 7732185  
H2O                                | water                                        | 7732-18-5   | H₂O                                | 7732185  
H2O2                               | hydrogen peroxide                            | 7722-84-1   | H₂O₂                               | 7722841  
H2PO4−                             | dihydrogen phosphate ion                     | 14066-20-7  | H₂PO₄−                             | 14066207 
H2S                                | hydrogen sulfide                             | 7783-06-4   | H₂S                                | 7783064  
H2S                                | hydrosulfuric acid                           | 7783-06-4   | H₂S                                | 7783064  
H2S2O2                             | thiosulfurous acid                           | 0           | H₂S₂O₂                             | 0        
H2S2O3                             | thiosulfuric acid                            | 13686-28-7  | H₂S₂O₃                             | 13686287 
H2S2O4                             | dithionous acid                              | 15959-26-9  | H₂S₂O₄                             | 15959269 
H2S2O5                             | disulfurous acid                             | 0           | H₂S₂O₅                             | 0        
H2S2O6                             | dithionic acid                               | 14970-71-9  | H₂S₂O₆                             | 14970719 
H2S2O7                             | disulfuric acid                              | 8014-95-7   | H₂S₂O₇                             | 8014957  
H2S2O8                             | peroxydisulfuric acid                        | 13445-49-3  | H₂S₂O₈                             | 13445493 
H2SO3                              | sulfurous acid                               | 7782-99-2   | H₂SO₃                              | 7782992  
H2SO4                              | sulfuric acid                                | 7664-93-9   | H₂SO₄                              | 7664939  
H2SO4                              | sulfuric acid                                | 7664-93-9   | H₂SO₄                              | 7664939  
H2SO4                              | hydrogen sulfate                             | 7664-93-9   | H₂SO₄                              | 7664939  
H2SeO3                             | selenous acid                                | 7783-00-8   | H₂SeO₃                             | 7783008  
H2SeO4                             | selenic acid                                 | 7783-08-6   | H₂SeO₄                             | 7783086  
H2SiO3                             | silicic acid                                 | 7699-41-4   | H₂SiO₃                             | 7699414  
H2TeO3                             | tellurous acid                               | 10049-23-7  | H₂TeO₃                             | 10049237 
H2TiO3                             | titanic acid                                 | 0           | H₂TiO₃                             | 0        
H3AsO4                             | arsenic acid                                 | 7778-39-4   | H₃AsO₄                             | 7778394  
H3BO3                              | boric acid                                   | 10043-35-3  | H₃BO₃                              | 10043353 
H3CCH2CH3                          | propane                                      | 74-98-6     | H₃CCH₂CH₃                          | 74986    
H3N+CH2COO−                        | zwitterion                                   | 0           | H₃N+CH₂COO−                        | 0        
H3O+                               | hydronium ion                                | 13968-08-6  | H₃O⁺                               | 13968086 
H3PO2                              | hypophosphorous acid                         | 0           | H₃PO₂                              | 0        
H3PO3                              | phosphorous acid                             | 0           | H₃PO₃                              | 0        
H3PO4                              | phosphoric acid                              | 7664-38-2   | H₃PO₄                              | 7664382  
H4XeO6                             | perxenic acid                                | 0           | H₄XeO₆                             | 0        
H6TeO6                             | telluric acid                                | 7803-68-1   | H₆TeO₆                             | 7803681  
HArF                               | argon fluorohydride                          | 0           | HArF                               | 0        
HAt                                | hydrogen astatide                            | 0           | HAt                                | 0        
HBr                                | hydrogen bromide                             | 10035-10-6  | HBr                                | 10035106 
HBr                                | hydrobromic acid                             | 10035-10-6  | HBr                                | 10035106 
HBrO                               | hypobromous acid                             | 0           | HBrO                               | 0        
HBrO2                              | bromous acid                                 | 0           | HBrO₂                              | 0        
HBrO3                              | bromic acid                                  | 0           | HBrO₃                              | 0        
HBrO4                              | perbromic acid                               | 0           | HBrO₄                              | 0        
HC12H17ON4SCl2                     | thiamine hydrochloride                       | 67-03-8     | HC₁₂H₁₇ON₄SCl₂                     | 67038    
HC12H17ON4SCl2                     | vitamin B1 hydrochloride                     | 67-03-8     | HC₁₂H₁₇ON₄SCl₂                     | 67038    
HC3H5O3                            | lactic acid                                  | 50-21-5     | HC₃H₅O₃                            | 50215    
HC5H5N+                            | pyridinium ion                               | 0           | HC₅H₅N⁺                            | 0        
HC6H7O6                            | ascorbic acid                                | 50-81-7     | HC₆H₇O₆                            | 50817    
HC9H7O4                            | acetylsalicylic acid                         | 50-78-2     | HC₉H₇O₄                            | 50782    
HCCH                               | acetylene                                    | 74-86-2     | HCCH                               | 74862    
HCCH                               | ethyne                                       | 74-86-2     | HCCH                               | 74862    
HCN                                | hydrocyanic acid                             | 6914-07-4   | HCN                                | 6914074  
HCN                                | hydrogen cyanide                             | 6914-07-4   | HCN                                | 6914074  
HCN                                | fulminic acid                                | 0           | HCN                                | 0        
HCO3−                              | hydrogen carbonate ion                       | 71-52-3     | HCO₃−                              | 71523    
HCONH2                             | formamide                                    | 75-12-7     | HCONH₂                             | 75127    
HCONH2                             | methanamide                                  | 75-12-7     | HCONH₂                             | 75127    
HCOOH                              | formic acid                                  | 64-18-6     | HCOOH                              | 64186    
HCOOH                              | methanoic acid                               | 64-18-6     | HCOOH                              | 64186    
HCOONH4                            | ammonium formate                             | 540-69-2    | HCOONH₄                            | 540692   
HCOO−                              | formate ion                                  | 71-47-6     | HCOO−                              | 71476    
HCl                                | hydrochloric acid                            | 7647-01-0   | HCl                                | 7647010  
HCl                                | hydrogen chloride                            | 7647-01-0   | HCl                                | 7647010  
HClO                               | hypochlorous acid                            | 7790-92-3   | HClO                               | 7790923  
HClO2                              | chlorous acid                                | 13898-47-0  | HClO₂                              | 13898470 
HClO3                              | chloric acid                                 | 7790-93-4   | HClO₃                              | 7790934  
HClO4                              | perchloric acid                              | 7601-90-3   | HClO₄                              | 7601903  
HDO                                | semiheavy water                              | 14940-63-7  | HDO                                | 14940637 
HDO                                | water-d1                                     | 14940-63-7  | HDO                                | 14940637 
HF                                 | hydrofluoric acid                            | 7664-39-3   | HF                                 | 7664393  
HI                                 | hydroiodic acid                              | 10034-85-2  | HI                                 | 10034852 
HIO                                | hypoiodous acid                              | 14332-21-9  | HIO                                | 14332219 
HIO2                               | iodous acid                                  | 0           | HIO₂                               | 0        
HIO3                               | iodic acid                                   | 7782-68-5   | HIO₃                               | 7782685  
HIO4                               | periodic acid                                | 0           | HIO₄                               | 0        
HN3                                | hydrazoic acid                               | 7782-79-8   | HN₃                                | 7782798  
HNCO                               | isocyanic acid                               | 0           | HNCO                               | 0        
HNO                                | nitroxyl                                     | 14332-28-6  | HNO                                | 14332286 
HNO2                               | nitrous acid                                 | 7782-77-6   | HNO₂                               | 7782776  
HNO3                               | nitric acid                                  | 7697-37-2   | HNO₃                               | 7697372  
HNO3                               | hydrogen nitrate                             | 7697-37-2   | HNO₃                               | 7697372  
HOBr                               | hypobromous acid                             | 13517-11-8  | HOBr                               | 13517118 
HOCl                               | hypochlorous acid                            | 7790-92-3   | HOCl                               | 7790923  
HOF                                | hypofluorous acid                            | 14034-79-8  | HOF                                | 14034798 
HOOCCOOH                           | oxalic acid                                  | 144-62-7    | HOOCCOOH                           | 144627   
HPO42−                             | hydrogen phosphate ion                       | 14066-19-4  | HPO₄₂−                             | 14066194 
HSO3−                              | hydrogen sulfite ion                         | 15181-46-1  | HSO₃−                              | 15181461 
HSO4−                              | hydrogen sulfate                             | 12143-45-2  | HSO₄−                              | 12143452 
HTO                                | partially tritiated water                    | 13670-17-2  | HTO                                | 13670172 
HTO                                | water-t                                      | 13670-17-2  | HTO                                | 13670172 
Hf(SO4)2                           | hafnium sulfate                              | 15823-43-5  | Hf(SO₄)₂                           | 15823435 
Hf(SO4)2                           | hafnium(IV) sulfate                          | 15823-43-5  | Hf(SO₄)₂                           | 15823435 
HfB2                               | hafnium boride                               | 12007-23-7  | HfB₂                               | 12007237 
HfBr4                              | hafnium bromide                              | 13777-22-5  | HfBr₄                              | 13777225 
HfBr4                              | hafnium(IV) bromide                          | 13777-22-5  | HfBr₄                              | 13777225 
HfC                                | hafnium carbide                              | 12069-85-1  | HfC                                | 12069851 
HfCl4                              | hafnium chloride                             | 13499-05-3  | HfCl₄                              | 13499053 
HfF4                               | hafnium(IV) fluoride                         | 13709-52-9  | HfF₄                               | 13709529 
HfF4                               | hafnium(IV) fluoride                         | 13709-52-9  | HfF₄                               | 13709529 
HfH2                               | hafnium hydride                              | 12770-26-2  | HfH₂                               | 12770262 
HfI3                               | hafnium iodide                               | 13779-73-2  | HfI₃                               | 13779732 
HfN                                | hafnium nitride                              | 25817-87-2  | HfN                                | 25817872 
HfO2                               | hafnium oxide                                | 12055-23-1  | HfO₂                               | 12055231 
HfOCl2.8H2O                        | hafnium(IV) oxychloride octahydrate          | 14456-34-9  | HfOCl₂•8H₂O                        | 14456349 
HfOH(C2H3O2)3                      | hafnium(IV) acetate, basic                   | 0           | HfOH(C₂H₃O₂)₃                      | 0        
HfP                                | hafnium phosphide                            | 12325-59-6  | HfP                                | 12325596 
HfS2                               | hafnium sulfide                              | 18855-94-2  | HfS₂                               | 18855942 
HfSe2                              | hafnium selenide                             | 12162-21-9  | HfSe₂                              | 12162219 
HfSi2                              | hafnium silicide                             | 12401-56-8  | HfSi₂                              | 12401568 
HfSiO4                             | hafnium orthosilicate                        | 13870-13-8  | HfSiO₄                             | 13870138 
Hg(BrO3)2.2H2O                     | mercury(II) bromate dihydrate                | 0           | Hg(BrO₃)₂•2H₂O                     | 0        
Hg(C2H3O2)2                        | mercury(II) acetate                          | 1600-27-7   | Hg(C₂H₃O₂)₂                        | 1600277  
Hg(C2H3O2)2                        | mercury(II) acetate                          | 1600-27-7   | Hg(C₂H₃O₂)₂                        | 1600277  
Hg(C7H5O2)2.H2O                    | mercury(II) benzoate monohydrate             | 0           | Hg(C₇H₅O₂)₂.H₂O                    | 0        
Hg(CNO)2                           | mercury(II) fulminate                        | 628-86-4    | Hg(CNO)₂                           | 628864   
Hg(ClO4)2.3H2O                     | mercury(II) perchlorate trihydrate           | 0           | Hg(ClO₄)₂•3H₂O                     | 0        
Hg(IO3)2                           | mercury(II) iodate                           | 7783-32-6   | Hg(IO₃)₂                           | 7783326  
Hg(IO3)2                           | mercury(II) iodate                           | 7783-32-6   | Hg(IO₃)₂                           | 7783326  
Hg(NO3)2                           | mercury(II) nitrate                          | 10045-94-0  | Hg(NO₃)₂                           | 10045940 
Hg(NO3)2.H2O                       | mercury(II) nitrate monohydrate              | 7783-34-8   | Hg(NO₃)₂.H₂O                       | 7783348  
Hg(OH)2                            | mercury(II) hydroxide                        | 0           | Hg(OH)₂                            | 0        
Hg(ONC)2                           | mercury(II) fulminate                        | 628-86-4    | Hg(ONC)₂                           | 628864   
Hg(SCN)2                           | mercury(II) thiocyanate                      | 592-85-8    | Hg(SCN)₂                           | 592858   
Hg(SCN)2                           | mercury(II) thiocyanate                      | 592-85-8    | Hg(SCN)₂                           | 592858   
Hg2Br2                             | mercury(I) bromide                           | 15385-58-7  | Hg₂Br₂                             | 15385587 
Hg2Br2                             | mercury(I) bromide                           | 10031-18-2  | Hg₂Br₂                             | 10031182 
Hg2Br2                             | mercury(I) bromide                           | 15385-58-7  | Hg₂Br₂                             | 15385587 
Hg2Cl2                             | mercury(I) chloride                          | 10112-91-1  | Hg₂Cl₂                             | 10112911 
Hg2Cl2                             | mercury(I) chloride                          | 10112-91-1  | Hg₂Cl₂                             | 10112911 
Hg2F2                              | mercury(I) fluoride                          | 1396-75-4   | Hg₂F₂                              | 1396754  
Hg2I2                              | mercury(I) iodide                            | 15385-57-6  | Hg₂I₂                              | 15385576 
Hg2I2                              | mercury(I) iodide                            | 15385-57-6  | Hg₂I₂                              | 15385576 
Hg2O                               | mercury(I) oxide                             | 15829-53-5  | Hg₂O                               | 15829535 
Hg3(AsO4)2                         | mercury(II) orthoarsenate                    | 7784-37-4   | Hg₃(AsO₄)₂                         | 7784374  
Hg3(PO4)2                          | mercury(II) phosphate                        | 7782-66-3   | Hg₃(PO₄)₂                          | 7782663  
HgBr2                              | mercury(II) bromide                          | 7789-47-1   | HgBr₂                              | 7789471  
HgBr2                              | mercury(II) bromide                          | 7789-47-1   | HgBr₂                              | 7789471  
HgCl2                              | mercury(II) chloride                         | 7487-94-7   | HgCl₂                              | 7487947  
HgCl2                              | mercury(II) chloride                         | 7487-94-7   | HgCl₂                              | 7487947  
HgCl2O8                            | mercury(II) perchlorate                      | 73491-34-6  | HgCl₂O₈                            | 73491346 
HgClO4.4H2O                        | mercury(I) perchlorate tetrahydrate          | 0           | HgClO₄•4H₂O                        | 0        
HgF2                               | mercury(II) fluoride                         | 7783-39-3   | HgF₂                               | 7783393  
HgH2                               | mercury(II) hydride                          | 72172-67-9  | HgH₂                               | 72172679 
HgI2                               | mercury(II) iodide                           | 7774-29-0   | HgI₂                               | 7774290  
HgI2                               | mercury(II) iodide                           | 7774-29-0   | HgI₂                               | 7774290  
HgO                                | mercury(II) oxide                            | 21908-53-2  | HgO                                | 21908532 
HgO                                | mercury(II) oxide                            | 21908-53-2  | HgO                                | 21908532 
HgS                                | mercury(II) sulfide                          | 1344-48-5   | HgS                                | 1344485  
HgS                                | mercury(II) sulfide                          | 1344-48-5   | HgS                                | 1344485  
HgS                                | cinnabar                                     | 1344-48-5   | HgS                                | 1344485  
HgSO4                              | mercury(II) sulfate                          | 7783-35-9   | HgSO₄                              | 7783359  
HgSe                               | mercury(II) selenide                         | 20601-83-6  | HgSe                               | 20601836 
HgSe                               | mercury(II) selenide                         | 20601-83-6  | HgSe                               | 20601836 
HgSeO3                             | mercury(II) selenite                         | 0           | HgSeO₃                             | 0        
HgTe                               | mercury(II) telluride                        | 12068-90-5  | HgTe                               | 12068905 
HgTe                               | mercury(II) telluride                        | 12068-90-5  | HgTe                               | 12068905 
HgTeO3                             | mercury(II) tellurite                        | 0           | HgTeO₃                             | 0        
HgWO4                              | mercury(II) tungstate                        | 37913-38-5  | HgWO₄                              | 37913385 
Ho(CHO2)3                          | holmium formate                              | 3252-59-3   | Ho(CHO₂)₃                          | 3252593  
Ho2O3                              | holmium oxide                                | 12055-62-8  | Ho₂O₃                              | 12055628 
Ho2S3                              | holmium sulfide                              | 12162-59-3  | Ho₂S₃                              | 12162593 
HoBr3                              | holmium bromide                              | 13825-76-8  | HoBr₃                              | 13825768 
HoCl3                              | holmium chloride                             | 10138-62-2  | HoCl₃                              | 10138622 
HoF3                               | holmium fluoride                             | 13760-78-6  | HoF₃                               | 13760786 
HoI3                               | holmium iodide                               | 13813-41-7  | HoI₃                               | 13813417 
HoN                                | holmium nitride                              | 12029-81-1  | HoN                                | 12029811 
HoSi2                              | holmium silicide                             | 12136-24-2  | HoSi₂                              | 12136242 
HoVO4                              | holmium vanadate                             | 13977-63-4  | HoVO₄                              | 13977634 
I2                                 | iodine                                       | 7553-56-2   | I₂                                 | 7553562  
I2O4                               | diiodine tetroxide                           | 12399-08-5  | I₂O₄                               | 12399085 
I2O5                               | diiodine pentoxide                           | 12029-98-0  | I₂O₅                               | 12029980 
I2O5                               | iodine pentoxide                             | 12029-98-0  | I₂O₅                               | 12029980 
I3−                                | triiodide ion                                | 14900-04-0  | I₃−                                | 14900040 
IBr                                | iodine monobromide                           | 7789-33-5   | IBr                                | 7789335  
IBr                                | iodine monobromide                           | 7789-33-5   | IBr                                | 7789335  
IBr3                               | iodine tribromide                            | 7789-58-4   | IBr₃                               | 7789584  
ICl                                | iodine monochloride                          | 7790-99-0   | ICl                                | 7790990  
ICl                                | Iodine monochloride                          | 7790-99-0   | ICl                                | 7790990  
ICl3                               | iodine trichloride                           | 865-44-1    | ICl₃                               | 865441   
ICl3                               | iodine(III) chloride                         | 865-44-1    | ICl₃                               | 865441   
IF                                 | iodine monofluoride                          | 13873-84-2  | IF                                 | 13873842 
IF3                                | iodine(III) fluoride                         | 22520-96-3  | IF₃                                | 22520963 
IF5                                | iodine pentafluoride                         | 7783-66-6   | IF₅                                | 7783666  
IF7                                | iodine heptafluoride                         | 16921-96-3  | IF₇                                | 16921963 
IN3                                | iodine monoazide                             | 14696-82-3  | IN₃                                | 14696823 
IO3−                               | iodate ion                                   | 15454-31-6  | IO₃−                               | 15454316 
In(C2H3O2)3                        | indium(III) acetate                          | 25114-58-3  | In(C₂H₃O₂)₃                        | 25114583 
In(IO3)3                           | indium(III) iodate                           | 0           | In(IO₃)₃                           | 0        
In(NO3)3·4.5H2O                    | indium(III) nitrate tetrahemihydrate         | 0           | In(NO₃)₃·₄•5H₂O                    | 0        
In(OH)3                            | indium(III) hydroxide                        | 20661-21-6  | In(OH)₃                            | 20661216 
In(OH)3                            | indium(III) hydroxide                        | 20661-21-6  | In(OH)₃                            | 20661216 
In2(SO4)3                          | indium(III) sulfate                          | 13464-82-9  | In₂(SO₄)₃                          | 13464829 
In2(SO4)3·H2O                      | indium(III) sulfate monohydrate              | 304655-87-6 | In₂(SO₄)₃·H₂O                      | 304655876
In2I4                              | indium(I,III) iodide                         | 13779-78-7  | In₂I₄                              | 13779787 
In2O3                              | indium(III) oxide                            | 1312-43-2   | In₂O₃                              | 1312432  
In2O3                              | indium(III) oxide                            | 1312-43-2   | In₂O₃                              | 1312432  
In2S3                              | indium(III) sulfide                          | 12030-24-9  | In₂S₃                              | 12030249 
In2S3                              | indium(III) sulfide                          | 12030-24-9  | In₂S₃                              | 12030249 
In2Se3                             | indium(III) selenide                         | 1312-42-1   | In₂Se₃                             | 1312421  
In2Se3                             | indium(III) selenide                         | 12056-07-4  | In₂Se₃                             | 12056074 
In2Te3                             | indium(III) telluride                        | 1312-45-4   | In₂Te₃                             | 1312454  
In2Te3                             | indium(III) telluride                        | 1312-45-4   | In₂Te₃                             | 1312454  
InAs                               | indium(III) arsenide                         | 1303-11-3   | InAs                               | 1303113  
InAs                               | indium(III) arsenide                         | 1303-11-3   | InAs                               | 1303113  
InBr                               | indium(I) bromide                            | 14280-53-6  | InBr                               | 14280536 
InBr                               | indium(I) bromide                            | 14280-53-6  | InBr                               | 14280536 
InBr2                              | indium(II) bromide                           | 21264-43-7  | InBr₂                              | 21264437 
InBr2I                             | indium(III) dibromoiodide                    | 0           | InBr₂I                             | 0        
InBr3                              | indium(III) bromide                          | 13465-09-3  | InBr₃                              | 13465093 
InBr3                              | indium(III) bromide                          | 13465-09-3  | InBr₃                              | 13465093 
InBrI2                             | indium(III) bromodiiodide                    | 0           | InBrI₂                             | 0        
InCl                               | indium(I) chloride                           | 13465-10-6  | InCl                               | 13465106 
InCl                               | indium(I) chloride                           | 13465-10-6  | InCl                               | 13465106 
InCl2                              | indium(II) chloride                          | 13465-11-7  | InCl₂                              | 13465117 
InCl2                              | indium(II) chloride                          | 0           | InCl₂                              | 0        
InCl3                              | indium(III) chloride                         | 10025-82-8  | InCl₃                              | 10025828 
InCl3                              | indium(III) chloride                         | 10025-82-8  | InCl₃                              | 10025828 
InCl3·4H2O                         | indium(III) chloride tetrahydrate            | 22519-64-8  | InCl₃·₄H₂O                         | 22519648 
InF                                | indium(I) fluoride                           | 74508-07-9  | InF                                | 74508079 
InF3                               | indium(III) fluoride                         | 7783-52-0   | InF₃                               | 7783520  
InF3.3H2O                          | indium(III) fluoride trihydrate              | 14166-78-0  | InF₃•3H₂O                          | 14166780 
InF3.9H2O                          | indium(III) fluoride nonahydrate             | 7783-52-0   | InF₃•9H₂O                          | 7783520  
InH                                | indium(I) hydride                            | 13939-13-4  | InH                                | 13939134 
InI                                | indium(I) iodide                             | 13465-10-6  | InI                                | 13465106 
InI                                | indium(I) iodide                             | 13966-94-4  | InI                                | 13966944 
InI2                               | indium(II) iodide                            | 0           | InI₂                               | 0        
InI3                               | indium(III) iodide                           | 13510-35-5  | InI₃                               | 13510355 
InI3                               | indium(III) iodide                           | 13510-35-5  | InI₃                               | 13510355 
InN                                | indium(III) nitride                          | 25617-98-5  | InN                                | 25617985 
InP                                | indium(III) phosphide                        | 22398-80-7  | InP                                | 22398807 
InP                                | indium(III) phosphide                        | 22398-80-7  | InP                                | 22398807 
InPO4                              | indium(III) phosphate                        | 14693-82-4  | InPO₄                              | 14693824 
InPO4                              | indium(III) orthophosphate                   | 14693-82-4  | InPO₄                              | 14693824 
InS                                | indium(II) sulfide                           | 12030-14-7  | InS                                | 12030147 
InS                                | indium(II) sulfide                           | 12030-14-7  | InS                                | 12030147 
InSb                               | indium(III) antimonide                       | 1312-41-0   | InSb                               | 1312410  
InSb                               | indium(III) antimonide                       | 1312-41-0   | InSb                               | 1312410  
InSe                               | indium(II) selenide                          | 1312-42-1   | InSe                               | 1312421  
InTe                               | indium(II) telluride                         | 12030-19-2  | InTe                               | 12030192 
InTe                               | indium(II) telluride                         | 12030-19-2  | InTe                               | 12030192 
Ir2O3                              | iridium(III) oxide                           | 12030-49-8  | Ir₂O₃                              | 12030498 
Ir2S3                              | iridium(III) sulfide                         | 12136-42-4  | Ir₂S₃                              | 12136424 
IrBr2                              | iridium(II) bromide                          | 77791-70-9  | IrBr₂                              | 77791709 
IrBr3                              | iridium(III) bromide                         | 10049-24-8  | IrBr₃                              | 10049248 
IrBr3                              | iridium(III) bromide                         | 10049-24-8  | IrBr₃                              | 10049248 
